X,Y,Name,description
2.3312101,48.8387481,Le Duc,
2.3966948,48.8580454,Amagat,
-7.9081851,38.5702513,Tua Madre,
2.370483,48.865541,Botanique Restaurant,
13.410208,52.5381781,otto,
2.2758101,48.8429308,Ischia - Cyril Lignac,
7.5085082,43.776325,Pecora Negra Menton,
-1.6258089,43.4141116,Ostalamer,
7.2866783,43.6947928,Epiro Nice | Vino e Cucina,
25.1497696,37.0839964,STOU FRED,
12.4758908,41.9020219,CiPASSO Bistrot,
2.3724387,48.8633448,Chambre Noire,
5.3839966,43.2943428,Livingston,
2.3589068,48.8743883,MARROW,
-1.5671389,43.482317,La Petite Plage Biarritz,
-9.157706,38.684985,Ponto Final,
5.3826253,43.9429767,Le Saint Hubert,
-1.5583056,43.4809585,Sillon,
1.5103722,38.9472694,Amante Ibiza,
17.51842,40.646432,Cibus,
17.5765342,40.7333068,Osteria CasaCiaccia,
17.42645,40.741228,FrisellAnna,
1.4334912,39.0408111,Aubergine Ibiza,
-9.1466222,38.7157611,Tapisco Lisboa,
2.3621245,48.8625855,Les enfants du marché,
2.3679902,48.8537687,Grande Brasserie,
